rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_3d,rainfall_7d,max_rainfall_intensity,antecedent_rainfall_index,temperature,humidity,wind_speed,elevation,slope,aspect,plan_curvature,profile_curvature,soil_moisture,vegetation_density,soil_type_code,land_cover_code,geology_strength,previous_landslides,landslide,true_probability
9.81,26.67,43.69,72.69,108.41,134.65,153.43,13.62,109.96,10.9,74.4,1.7,3748.2,25.78,271.7,-0.0362,-0.0158,0.741,0.743,2,4,5,1,1,0.999
0.92,2.08,3.36,4.55,6.35,15.84,19.3,1.03,11.01,35.0,93.5,11.4,1960.5,38.0,202.8,0.0558,-0.0223,0.38,0.33,0,0,3,2,0,0.5342
17.91,30.33,50.41,79.89,111.55,150.6,284.46,17.95,147.81,7.3,79.4,6.0,2995.1,44.73,272.1,-0.0274,-0.0059,0.95,0.462,0,2,2,0,1,1.0
5.25,14.24,23.8,28.09,38.14,76.68,85.26,6.72,53.83,23.1,56.0,34.6,4132.4,16.38,309.5,0.0591,-0.002,0.454,0.717,3,0,2,1,1,0.6949
35.33,93.09,133.58,173.28,246.51,513.45,932.92,36.13,447.87,9.6,90.8,15.0,258.2,20.48,175.0,0.0304,0.0588,0.95,0.751,1,0,1,0,1,1.0
3.3,6.72,14.7,20.44,31.91,39.83,68.9,3.3,38.35,16.7,90.3,34.4,451.3,2.52,223.2,-0.0774,0.076,0.519,0.5,2,3,1,2,0,0.3482
47.45,105.28,196.69,349.68,442.39,722.42,1415.22,71.06,689.24,27.5,89.4,16.2,3039.9,22.73,193.4,0.0265,0.0325,0.95,0.728,2,6,2,0,1,1.0
2.36,3.84,7.58,11.72,16.62,30.04,39.2,3.04,23.12,9.3,38.9,12.3,1219.6,16.69,202.5,0.0261,0.0636,0.275,0.312,1,7,5,1,0,0.0651
2.04,4.03,6.62,10.5,15.66,37.26,48.29,2.74,26.87,14.5,70.1,12.9,814.9,10.66,320.4,0.0211,0.0427,0.425,0.638,4,1,1,1,1,0.1602
34.24,87.15,170.88,280.99,337.64,713.3,1127.76,51.17,578.44,18.5,91.3,10.0,213.4,33.11,128.0,-0.0071,0.0247,0.95,0.519,6,0,5,1,1,1.0
0.62,1.71,3.22,4.65,6.82,13.75,21.12,0.74,11.1,23.3,75.1,31.0,140.7,10.67,74.9,-0.047,0.0728,0.438,0.454,2,2,4,1,0,0.0203
6.14,13.08,26.52,32.06,41.39,56.62,95.81,8.86,52.59,29.2,93.2,9.5,3264.1,34.85,164.3,0.0673,-0.0654,0.676,0.535,6,0,4,1,1,0.9838
5.46,10.2,12.69,16.69,25.38,40.02,68.74,7.44,36.07,28.3,40.6,16.0,607.9,24.76,74.9,-0.0051,-0.0342,0.477,0.624,5,1,3,1,0,0.587
0.17,0.41,0.52,0.66,0.82,1.45,1.67,0.19,1.07,6.5,76.7,16.9,1991.0,22.27,179.4,-0.0442,-0.041,0.275,0.39,0,4,3,1,0,0.0291
8.73,22.79,40.32,69.66,100.77,160.47,262.34,9.1,140.97,8.2,87.1,19.1,2564.5,12.59,325.3,0.0229,-0.0151,0.95,0.793,0,4,1,0,1,0.9999
0.02,0.04,0.06,0.1,0.14,0.25,0.43,0.02,0.22,22.1,41.5,11.3,1827.7,5.41,222.3,-0.0371,0.0343,0.249,0.654,2,5,3,2,0,0.007
1.82,3.86,7.74,11.51,16.97,40.66,59.59,2.71,31.0,18.3,41.8,27.4,162.5,32.67,308.0,-0.0475,-0.0558,0.506,0.676,2,2,2,1,1,0.7351
0.11,0.3,0.41,0.52,0.79,1.56,2.97,0.14,1.41,16.9,38.8,13.3,3301.5,12.5,59.8,-0.0188,0.0251,0.245,0.79,1,2,1,1,0,0.0143
1.11,2.63,3.82,4.62,5.36,10.05,15.2,1.64,8.19,1.5,75.9,22.3,93.6,25.59,324.3,-0.0333,-0.0294,0.348,0.381,1,4,4,2,0,0.0811
1.75,2.62,4.25,6.43,7.92,15.04,27.03,1.82,13.29,14.4,44.7,9.1,3211.8,26.32,216.6,-0.0456,-0.0174,0.35,0.46,2,0,3,0,1,0.092
1.35,3.74,7.84,9.33,11.46,25.27,30.01,1.99,17.83,23.7,44.8,23.9,3757.2,19.46,11.4,0.0403,0.01,0.358,0.693,3,4,3,0,0,0.0434
1.4,3.4,4.54,6.43,7.21,17.8,34.68,2.06,15.65,14.0,58.7,12.5,1846.3,22.41,227.9,-0.0057,0.0841,0.353,0.493,0,0,2,1,0,0.1573
31.97,68.02,134.41,202.55,319.83,792.04,1216.75,38.3,614.14,13.8,78.2,9.9,2272.5,24.57,342.5,0.0626,-0.0356,0.95,0.55,3,4,3,2,1,1.0
0.54,0.82,1.79,2.41,3.33,6.85,8.69,0.56,5.05,17.8,76.5,11.0,2029.5,21.42,28.5,-0.0427,-0.004,0.414,0.61,6,4,3,3,0,0.0677
1.45,2.26,4.42,7.72,9.35,15.69,18.77,2.15,11.89,30.2,56.1,3.8,1665.2,11.76,209.7,-0.0864,-0.0539,0.464,0.576,4,1,2,0,1,0.0373
1.48,4.08,7.14,8.31,11.49,22.6,34.97,2.13,18.41,19.0,53.6,30.2,3732.8,7.41,329.6,0.0074,-0.0361,0.422,0.827,0,3,4,0,0,0.0118
0.48,1.23,2.16,3.01,4.56,5.88,7.48,0.72,4.93,22.3,46.8,16.6,3759.8,13.18,3.5,0.0928,-0.0544,0.309,0.436,0,0,2,1,0,0.0307
0.54,0.88,1.2,2.07,2.45,3.45,4.54,0.62,2.85,21.1,32.1,7.5,1443.6,15.61,227.1,0.0265,0.0122,0.313,0.627,2,2,3,1,0,0.0143
2.03,5.01,8.21,10.04,14.3,33.73,38.62,2.34,23.1,5.5,65.5,19.1,2602.5,39.07,171.0,0.1608,0.0213,0.479,0.764,7,3,2,1,1,0.6901
0.57,0.98,1.69,2.6,3.06,6.65,12.84,0.71,5.94,11.7,62.9,15.1,3896.7,9.36,124.9,0.0166,0.0344,0.275,0.614,4,3,3,1,0,0.0113
0.4,0.79,1.35,2.03,3.1,4.7,6.85,0.51,3.97,28.0,36.9,11.3,4042.5,42.04,225.9,0.0118,-0.0377,0.247,0.486,2,7,1,2,0,0.5251
25.02,53.99,70.82,122.74,149.71,259.83,473.87,32.36,235.83,16.5,89.3,3.9,2162.2,49.22,19.0,-0.1078,0.0254,0.95,0.671,0,0,5,0,1,1.0
14.4,38.52,52.07,89.55,125.6,160.89,292.66,15.92,157.34,18.6,82.4,10.4,1929.2,13.45,271.1,0.0214,0.0057,0.95,0.89,3,2,4,1,1,1.0
26.37,41.34,60.03,104.46,115.83,269.17,478.98,26.76,227.58,16.4,88.7,16.0,1206.6,48.3,1.6,0.0084,-0.0029,0.95,0.636,4,5,3,1,1,1.0
2.76,4.61,7.94,11.97,13.17,20.97,38.34,4.03,19.44,17.4,48.9,14.8,4029.3,17.9,110.5,-0.0204,-0.0621,0.356,0.306,6,2,2,0,1,0.1869
0.34,0.85,1.16,1.42,2.04,3.91,4.38,0.47,2.79,4.9,68.4,14.5,642.7,16.28,181.4,-0.0068,0.0077,0.34,0.857,3,5,4,1,0,0.0067
0.45,1.25,1.84,2.2,2.49,6.17,10.75,0.47,5.1,31.3,81.2,6.2,2456.3,39.09,135.7,-0.0034,0.0092,0.422,0.759,2,2,4,0,0,0.0575
0.27,0.67,1.03,1.68,2.03,2.91,5.29,0.35,2.76,26.1,54.9,4.4,1222.6,21.86,110.7,-0.009,0.0051,0.32,0.384,3,4,2,1,0,0.0632
54.04,135.69,253.66,353.47,554.81,1302.11,1883.06,59.2,990.48,27.5,86.0,8.9,1207.9,20.12,299.1,0.1045,0.02,0.95,0.863,7,5,1,0,1,1.0
0.0,0.01,0.01,0.02,0.02,0.04,0.06,0.0,0.03,22.3,65.8,20.0,1730.6,13.07,336.5,-0.0185,0.0347,0.333,0.545,3,4,1,0,0,0.018
3.13,6.09,11.56,18.12,22.31,30.09,55.29,3.4,29.15,20.9,65.3,12.3,4195.0,13.76,314.5,0.0085,-0.0549,0.419,0.342,1,5,2,0,0,0.2626
0.71,1.19,1.61,2.64,3.79,4.65,8.99,0.96,4.74,13.0,26.7,5.5,278.1,20.51,188.1,-0.0202,-0.0108,0.275,0.618,3,0,4,0,0,0.0108
1.04,1.81,2.69,4.67,7.46,17.09,25.24,1.3,13.19,16.3,64.0,20.7,2450.9,39.08,318.3,0.0392,0.0258,0.413,0.573,5,2,3,0,1,0.2919
0.43,0.89,1.45,1.63,2.15,2.59,3.62,0.49,2.31,9.6,59.1,8.7,392.7,9.39,331.5,0.0088,-0.0134,0.326,0.623,2,0,2,2,0,0.0183
0.06,0.18,0.26,0.31,0.41,1.01,1.28,0.09,0.72,24.7,57.0,21.3,691.3,18.43,147.3,-0.014,0.048,0.312,0.85,2,0,2,3,0,0.0277
4.92,11.26,15.58,24.56,33.58,48.3,63.02,6.09,39.58,27.6,58.9,5.9,1874.2,8.24,102.0,-0.0963,0.0045,0.506,0.283,3,2,2,2,0,0.5939
3.74,9.82,21.32,25.68,30.31,68.37,94.75,4.42,51.39,21.2,100.0,11.1,2168.4,12.66,35.4,0.0122,-0.0977,0.619,0.453,3,7,1,2,0,0.8867
0.49,0.88,1.64,1.95,2.66,6.18,6.95,0.5,4.21,19.8,38.2,9.3,1124.0,27.6,172.5,-0.0155,0.042,0.273,0.295,0,2,1,1,1,0.2229
9.34,18.77,22.92,28.17,39.86,52.23,96.51,9.89,51.14,19.4,92.3,11.3,1363.3,11.26,340.7,-0.003,-0.0059,0.633,0.796,3,5,1,0,0,0.7556
0.9,2.2,3.05,3.99,5.37,9.12,17.14,1.02,8.44,27.6,91.8,18.6,410.9,33.93,201.9,-0.0591,-0.0885,0.399,0.538,2,6,3,1,1,0.1783
1.2,1.91,3.55,6.1,8.12,12.66,15.14,1.36,9.79,14.8,35.9,22.8,1308.4,11.23,240.3,0.0717,-0.0126,0.396,0.6,7,0,3,0,0,0.016
1.27,2.36,3.66,6.08,7.36,8.98,16.55,1.4,8.96,15.3,29.9,25.3,4061.2,14.01,40.6,0.0428,-0.0634,0.386,0.763,7,0,5,0,0,0.0066
3.73,8.33,14.23,18.99,26.41,46.23,76.6,3.92,39.95,17.8,57.4,14.7,3970.5,5.81,51.7,0.0715,0.0377,0.547,0.375,2,1,4,1,0,0.1869
1.68,4.04,8.08,12.42,17.07,31.26,42.58,2.19,24.43,12.8,56.2,14.2,1439.7,33.96,167.2,0.0573,-0.0018,0.356,0.395,7,3,2,1,0,0.6828
1.44,2.97,3.91,6.18,9.67,20.14,25.35,1.79,14.76,15.7,69.0,9.0,2419.0,31.36,342.5,0.0296,-0.0462,0.432,0.635,1,0,3,1,0,0.1925
0.13,0.35,0.65,1.16,1.49,2.26,4.22,0.18,2.14,21.0,58.8,6.4,3824.8,8.39,129.9,-0.0571,0.0405,0.372,0.528,3,4,1,1,0,0.0212
1.12,2.52,4.26,4.93,7.15,16.44,30.73,1.38,14.29,20.3,62.1,6.7,75.7,16.34,315.9,0.0922,0.0229,0.336,0.465,0,0,5,1,0,0.0235
27.37,64.24,91.59,123.79,184.66,336.72,523.14,35.64,279.6,22.6,83.9,13.2,3414.3,15.55,43.3,-0.0464,-0.0118,0.95,0.651,0,0,3,0,1,1.0
1.49,2.76,4.2,7.41,11.08,22.96,44.92,2.13,20.85,8.9,72.0,7.3,3985.7,14.79,222.1,-0.0134,-0.0623,0.489,0.481,5,1,1,2,1,0.3399
0.26,0.51,0.62,0.92,1.27,2.29,3.72,0.27,1.95,16.4,70.1,16.7,429.0,49.41,216.2,0.0353,-0.0421,0.372,0.724,5,2,2,1,1,0.4901
32.43,50.35,109.83,181.04,255.68,333.89,509.4,41.49,300.31,11.7,84.0,7.2,720.0,14.68,309.6,0.0378,-0.0429,0.95,0.41,2,5,5,1,1,1.0
1.27,2.04,2.7,3.41,5.12,12.78,16.19,1.46,9.03,21.5,73.9,25.5,4037.1,11.61,1.2,0.0286,0.0373,0.442,0.863,1,7,4,1,0,0.0096
0.81,2.22,4.33,5.63,6.27,13.87,17.24,0.89,9.97,17.8,67.8,15.7,2280.8,6.26,68.4,-0.02,-0.084,0.43,0.839,2,5,2,0,0,0.0098
16.76,37.13,60.82,104.99,126.77,313.84,408.42,19.08,224.94,12.5,91.0,27.6,108.9,11.97,79.1,-0.0303,-0.0024,0.95,0.882,5,0,2,2,1,1.0
0.23,0.39,0.65,1.02,1.39,3.15,6.04,0.34,2.78,16.8,47.7,17.0,1119.2,39.01,342.0,0.1267,-0.0125,0.275,0.415,1,3,4,0,0,0.0592
21.11,40.2,72.04,121.36,177.8,319.09,418.43,30.19,246.61,13.9,95.9,18.3,1917.3,21.73,55.3,-0.002,0.0518,0.95,0.84,1,2,5,1,1,1.0
1.91,4.45,9.4,11.75,13.98,29.33,56.21,2.03,26.28,11.7,63.4,9.7,2925.6,21.75,13.3,-0.0081,0.0116,0.462,0.478,4,0,5,0,0,0.0824
4.23,11.07,19.5,24.74,37.96,86.78,154.55,6.12,73.62,27.9,79.7,14.5,3092.6,12.4,192.4,-0.0357,0.0268,0.743,0.807,6,2,5,1,1,0.7141
0.89,1.41,2.82,3.68,4.99,10.17,15.9,1.22,8.26,21.5,74.9,13.1,4181.0,35.81,190.3,0.0122,-0.0263,0.318,0.515,0,1,3,0,0,0.1129
1.49,3.12,6.37,10.69,13.79,28.2,40.84,1.52,22.09,10.6,72.6,10.1,1243.2,25.82,303.9,0.0099,-0.0615,0.45,0.328,4,1,4,0,0,0.1766
0.85,1.34,2.49,3.11,3.66,5.35,6.87,1.17,4.33,18.9,53.4,6.0,2283.6,14.91,341.6,-0.0008,-0.0163,0.377,0.595,3,0,2,3,0,0.0579
1.11,2.34,4.3,6.75,9.31,12.5,21.0,1.12,11.63,27.6,57.8,32.1,2263.3,10.59,193.9,0.0191,0.0389,0.367,0.52,1,7,4,2,0,0.0267
1.05,2.56,5.27,7.0,10.46,22.53,44.52,1.29,20.42,19.4,42.0,18.3,1733.4,18.45,334.8,0.0882,0.0387,0.413,0.576,4,3,2,0,0,0.1074
1.79,4.48,5.61,8.56,10.76,20.82,39.52,2.02,18.85,14.2,53.8,34.4,752.0,11.12,261.1,-0.0298,-0.0215,0.389,0.895,3,1,3,1,0,0.0277
1.59,2.95,5.42,7.59,10.23,22.02,30.01,2.02,16.59,6.0,91.0,16.4,4106.4,17.26,95.2,0.0022,-0.043,0.444,0.53,0,6,2,0,0,0.0919
0.01,0.02,0.04,0.05,0.06,0.11,0.22,0.02,0.1,5.8,83.0,13.9,3591.3,20.65,334.2,-0.0324,-0.0528,0.338,0.593,2,6,4,0,0,0.0082
0.13,0.36,0.53,0.83,1.02,1.25,2.27,0.13,1.24,19.8,35.5,36.7,2118.1,12.72,240.3,0.0147,-0.0068,0.221,0.744,4,4,1,1,0,0.0151
2.14,3.54,7.02,11.13,16.09,39.65,67.71,2.48,32.47,13.9,36.6,13.8,2553.5,3.87,149.1,-0.0284,0.0068,0.467,0.515,0,3,5,0,0,0.0303
0.26,0.62,0.93,1.51,2.39,3.25,3.87,0.32,2.62,17.7,50.1,5.5,993.1,24.18,244.9,-0.0263,0.0737,0.289,0.522,2,1,2,2,0,0.0697
2.2,5.41,10.71,17.94,25.23,53.59,96.99,3.07,46.48,11.1,38.8,4.9,2306.7,12.95,144.5,-0.073,0.0062,0.505,0.327,0,2,2,0,0,0.5704
2.53,6.35,13.42,17.29,24.48,48.93,58.57,3.04,35.44,21.7,48.7,6.4,2934.1,20.55,41.1,0.0049,0.0307,0.397,0.702,1,2,4,0,0,0.1286
4.09,9.69,17.17,23.55,36.27,55.21,85.5,4.33,47.87,23.0,73.8,7.8,2187.9,17.69,258.8,0.0215,-0.039,0.563,0.674,1,6,3,0,0,0.5185
31.37,63.99,128.21,199.53,237.6,540.81,974.64,32.13,462.02,22.0,77.3,5.6,4159.7,44.95,296.7,0.093,0.0021,0.95,0.151,2,4,5,1,1,1.0
1.14,1.89,2.76,4.35,6.55,10.09,12.24,1.49,7.88,14.4,52.2,10.8,2587.1,19.34,262.4,0.0235,0.007,0.271,0.804,0,1,3,1,0,0.0197
3.23,7.24,9.81,17.61,26.93,34.79,66.36,3.32,34.71,20.4,99.2,18.9,1589.5,31.2,82.5,-0.0225,-0.007,0.519,0.574,2,3,3,0,1,0.6858
25.1,56.89,100.54,125.19,181.12,380.55,732.03,35.4,341.54,21.8,92.2,3.9,3254.4,15.36,344.4,-0.068,-0.0011,0.95,0.7,1,2,5,1,1,1.0
33.84,79.46,129.21,194.6,217.5,353.19,587.9,47.62,311.4,19.4,88.4,7.6,757.4,11.24,9.1,-0.0611,0.0063,0.95,0.531,3,4,5,0,1,1.0
0.74,2.01,3.26,3.86,6.03,8.51,14.9,1.11,7.96,13.4,89.7,31.5,1645.7,24.75,119.8,-0.0648,0.0241,0.377,0.727,3,0,2,1,0,0.0719
0.08,0.17,0.22,0.26,0.37,0.52,0.78,0.1,0.45,13.3,60.3,13.1,1489.9,12.42,93.6,0.0939,0.0585,0.364,0.806,0,3,2,0,0,0.0073
0.64,1.76,3.76,5.26,6.37,7.77,11.05,0.75,6.93,4.7,99.1,19.7,1842.0,28.28,17.3,0.0144,-0.1133,0.372,0.712,7,1,3,0,0,0.0393
3.05,5.42,7.09,10.56,14.19,22.64,40.77,4.51,20.82,21.1,64.4,14.3,3294.4,8.99,146.1,-0.0291,0.0557,0.495,0.426,3,0,5,0,0,0.0301
1.24,2.27,3.38,4.21,5.83,9.09,11.31,1.74,7.14,19.8,28.4,5.6,2059.3,23.01,224.3,-0.048,-0.0855,0.457,0.845,3,3,3,0,0,0.0258
17.45,29.03,48.55,55.3,63.04,115.14,185.23,19.51,97.16,13.3,89.4,21.9,3345.2,19.05,317.7,-0.0428,0.0154,0.8,0.774,2,1,3,0,1,0.9974
0.44,0.7,1.36,1.82,2.54,4.64,7.2,0.62,3.85,14.2,62.6,17.8,2442.4,40.41,356.3,-0.0305,0.1178,0.341,0.769,0,3,1,0,0,0.2296
64.58,135.81,248.26,311.19,438.8,914.07,1618.38,92.3,786.69,22.4,87.8,25.7,1469.6,24.28,290.9,0.0658,-0.0021,0.95,0.648,7,0,3,2,1,1.0
3.73,8.67,11.03,12.82,19.2,35.81,66.75,5.34,32.36,21.2,47.5,20.1,3411.4,17.85,168.7,-0.0015,0.009,0.488,0.748,0,7,1,0,0,0.3845
0.12,0.23,0.29,0.49,0.76,1.71,2.88,0.16,1.41,14.8,71.6,16.6,1038.9,29.44,260.5,-0.0724,-0.0155,0.308,0.836,3,4,2,0,0,0.0256
10.87,24.1,42.69,64.44,85.77,200.42,388.74,12.5,177.31,20.3,56.5,14.3,981.2,3.83,303.7,0.1155,0.0334,0.95,0.54,2,1,1,1,1,1.0
3.05,6.17,7.48,12.01,14.88,28.54,42.54,3.56,22.98,15.4,46.6,6.6,2143.7,25.93,167.5,-0.057,0.0181,0.476,0.634,6,3,1,0,0,0.4947
0.18,0.29,0.51,0.83,1.19,2.75,5.11,0.27,2.38,28.8,43.6,19.7,1132.5,27.17,282.6,-0.0295,-0.0338,0.273,0.838,2,0,5,1,0,0.0077
10.97,18.95,26.19,31.56,37.07,92.22,117.06,12.34,65.29,7.7,35.3,9.1,87.7,28.84,173.8,0.0655,-0.0057,0.595,0.299,2,3,2,2,1,0.9985
2.48,4.58,6.36,8.2,9.42,19.41,21.42,3.0,13.51,29.6,43.8,10.5,2740.4,27.74,139.1,0.0208,-0.0559,0.287,0.385,3,0,3,2,0,0.1943
2.83,6.58,9.07,10.33,15.4,22.31,37.19,2.94,20.27,21.7,61.5,20.9,2171.0,25.36,189.4,-0.0235,-0.0059,0.45,0.563,0,1,1,1,0,0.5398
2.49,6.53,12.9,22.21,34.0,64.38,81.13,3.4,48.28,11.2,68.0,21.5,1898.9,15.77,243.3,-0.0616,-0.021,0.608,0.553,0,7,4,1,0,0.4665
3.97,6.89,11.53,19.06,28.72,36.74,72.75,5.08,37.42,27.9,48.0,11.4,4062.9,20.9,261.7,-0.0483,0.0068,0.475,0.692,1,0,3,0,0,0.3622
2.12,3.8,5.38,6.95,10.74,23.78,27.51,2.85,16.58,22.9,39.2,19.8,2420.5,13.38,128.4,-0.0453,-0.0355,0.367,0.582,0,2,2,1,0,0.0699
1.12,2.72,3.44,4.53,5.61,7.04,11.29,1.3,6.55,28.5,89.0,26.5,3633.2,11.75,205.7,0.0004,-0.0107,0.447,0.599,0,0,1,1,0,0.0486
5.67,15.55,25.56,38.58,54.56,99.67,187.63,7.72,90.92,20.6,90.1,9.4,628.7,16.14,327.6,0.0096,0.0004,0.798,0.713,3,3,2,0,1,0.9922
0.49,0.96,1.66,2.53,3.55,8.56,13.96,0.63,6.87,0.9,83.9,10.7,2412.2,17.3,351.5,-0.0074,0.0039,0.348,0.482,4,1,3,0,0,0.0217
7.01,13.43,24.08,41.16,46.19,106.38,163.74,10.43,83.7,27.0,95.6,19.6,3652.1,23.63,81.8,-0.002,0.0137,0.745,0.425,7,1,1,0,1,0.9997
16.25,32.0,41.19,46.16,51.37,64.97,100.76,16.28,59.41,16.9,81.9,31.0,2469.9,37.12,69.4,-0.0525,-0.0087,0.647,0.672,2,1,1,3,1,0.9999
0.79,1.36,2.14,3.75,5.76,9.78,12.12,1.05,7.49,15.1,69.5,4.5,3029.8,30.89,243.6,0.0147,-0.0393,0.453,0.739,1,0,2,1,0,0.1627
2.43,5.21,8.05,13.75,15.24,24.75,36.88,2.72,20.74,16.9,87.0,3.2,1594.0,22.62,149.3,0.064,0.0041,0.433,0.313,5,6,1,0,1,0.5467
5.87,12.94,19.8,28.81,42.2,54.54,105.93,6.28,54.89,28.2,82.2,1.8,433.7,34.7,8.7,-0.0081,-0.0089,0.624,0.65,4,6,3,0,1,0.9766
0.18,0.31,0.65,0.77,1.01,1.36,1.54,0.23,1.08,22.1,71.1,2.8,1950.3,19.44,124.9,-0.0091,0.0512,0.339,0.546,3,5,1,1,0,0.0538
0.11,0.2,0.31,0.48,0.53,1.03,1.74,0.13,0.88,26.4,37.6,20.6,1687.1,25.56,290.4,0.0042,0.0575,0.225,0.759,1,0,5,0,0,0.0045
1.32,2.32,4.27,6.55,9.99,16.2,27.28,1.66,14.37,26.4,53.2,11.7,3648.3,15.8,287.1,0.0559,-0.0686,0.288,0.648,6,0,2,0,0,0.0384
1.46,3.33,6.94,8.07,10.45,13.13,25.38,1.64,13.28,16.2,50.5,12.2,1062.6,19.17,178.1,-0.0447,0.0309,0.439,0.345,0,3,1,1,0,0.3267
1.11,2.7,3.26,5.71,8.38,19.33,23.25,1.55,13.58,11.9,68.7,4.6,4061.9,16.64,170.1,0.0725,0.0409,0.426,0.265,0,7,1,0,0,0.2009
15.42,29.27,56.82,87.46,118.12,225.44,389.81,20.35,195.15,30.6,88.3,35.1,4026.3,7.02,208.6,0.0211,-0.0673,0.95,0.725,4,3,2,0,1,1.0
3.87,9.66,17.88,26.45,40.6,85.83,159.4,5.0,75.52,16.0,34.2,18.8,1077.7,7.12,79.0,0.0014,0.029,0.693,0.923,2,1,4,0,1,0.5694
2.35,6.32,13.33,20.05,27.09,57.03,68.4,3.19,40.84,12.1,83.8,27.9,1494.4,8.45,189.4,0.0607,0.0448,0.553,0.901,1,4,2,0,0,0.138
6.85,14.88,24.63,36.2,53.49,69.72,93.89,9.44,59.62,17.8,88.1,25.4,3766.6,22.7,4.0,-0.0591,-0.0475,0.623,0.474,3,0,1,1,1,0.9946
4.36,11.68,25.2,29.34,41.08,49.53,79.7,5.57,46.68,13.1,79.6,1.4,4061.5,37.55,171.2,0.0261,-0.0118,0.59,0.838,4,5,2,2,1,0.9828
3.24,7.5,12.5,20.46,30.5,70.08,77.55,3.46,47.58,26.6,68.3,1.8,1890.3,34.64,121.0,0.0215,0.0093,0.503,0.78,4,7,2,2,1,0.9259
0.97,1.7,2.16,2.38,2.75,6.77,8.06,1.1,4.67,6.8,68.1,4.4,1382.1,6.82,243.0,-0.0468,0.0285,0.236,0.584,1,7,3,0,0,0.0064
0.45,0.83,1.63,2.74,3.5,6.74,7.71,0.48,4.84,22.9,44.9,9.4,2233.3,25.71,229.8,0.023,-0.0494,0.273,0.795,0,0,2,0,0,0.0245
13.94,31.6,38.67,46.46,59.63,111.53,122.95,15.08,79.49,15.5,99.1,25.7,2904.2,14.29,137.1,0.0142,0.0579,0.68,0.415,2,2,3,0,1,0.9796
2.41,4.32,9.35,12.3,14.22,19.28,31.25,2.5,17.61,29.7,39.9,0.7,1184.9,11.54,2.6,-0.0089,-0.1015,0.352,0.532,5,2,4,1,0,0.0356
1.94,2.92,3.51,4.76,7.38,14.21,22.26,2.46,11.7,17.6,55.8,16.3,3106.4,20.54,90.8,0.0431,0.0662,0.317,0.581,1,0,4,1,0,0.0336
0.17,0.31,0.59,0.83,1.02,1.25,1.91,0.23,1.15,26.9,58.3,16.3,264.4,14.08,228.0,-0.0286,0.0275,0.387,0.706,2,2,3,1,0,0.0106
2.02,3.17,4.13,5.9,8.78,19.57,38.63,2.17,17.62,25.1,36.6,21.7,254.6,7.98,26.1,0.0135,-0.0311,0.378,0.439,1,3,2,0,0,0.043
3.42,9.12,15.53,23.98,32.21,60.39,96.41,3.5,50.47,18.7,76.3,18.4,1653.1,10.52,38.8,-0.0066,0.0432,0.441,0.555,0,1,2,1,0,0.5233
0.09,0.21,0.27,0.39,0.6,1.27,2.49,0.11,1.15,18.0,78.5,3.5,1516.9,15.73,232.9,-0.0307,-0.0524,0.435,0.654,5,1,3,0,0,0.0102
0.79,1.22,2.16,3.52,5.16,9.39,15.4,1.18,8.0,18.1,63.3,25.0,1359.9,36.89,272.1,0.0251,0.0057,0.416,0.777,0,0,2,0,0,0.1773
0.79,1.23,2.16,2.55,3.77,8.15,13.64,1.02,6.77,11.3,51.7,11.9,2087.7,6.45,115.8,-0.0104,0.0119,0.308,0.886,4,7,3,3,0,0.0137
2.49,3.83,4.86,6.41,8.62,16.51,19.81,3.51,12.1,8.1,75.2,6.9,1381.0,9.19,176.3,-0.0737,0.0118,0.35,0.588,1,4,3,3,0,0.0506
7.86,19.93,26.84,34.15,44.21,83.71,123.8,8.65,67.35,8.6,86.5,13.4,847.9,16.48,340.5,-0.0901,-0.042,0.709,0.575,1,4,3,0,1,0.9165
0.25,0.62,1.19,1.57,2.09,3.52,6.54,0.36,3.25,8.5,50.6,14.3,1334.3,12.28,340.4,0.0395,-0.0248,0.256,0.511,7,0,2,0,0,0.0133
0.72,1.78,3.32,4.12,5.54,8.71,16.22,0.88,8.17,5.7,39.5,6.7,4095.9,24.11,110.7,-0.061,0.0063,0.325,0.799,3,3,3,1,0,0.0305
2.86,4.85,7.23,12.37,13.97,30.67,56.73,3.29,26.74,0.6,30.3,15.0,1756.1,16.74,291.6,0.014,-0.0363,0.351,0.599,3,0,1,0,0,0.2048
6.48,18.02,24.91,35.97,41.48,88.08,146.44,8.17,73.15,19.1,42.7,4.3,1895.6,7.88,213.8,0.0027,0.0136,0.707,0.797,4,3,1,0,0,0.8789
1.18,3.08,5.78,8.88,11.05,26.2,39.66,1.66,20.33,21.1,85.2,13.7,2442.7,14.25,351.2,-0.0184,-0.0307,0.452,0.51,1,3,4,1,0,0.0521
0.26,0.6,1.05,1.7,2.22,4.94,8.57,0.36,4.16,5.4,44.3,2.9,4130.9,21.02,171.9,0.0978,0.05,0.311,0.788,2,5,2,0,0,0.0181
65.38,155.87,226.26,297.27,336.99,436.7,620.36,77.9,382.21,16.1,82.6,2.8,1052.6,27.23,278.9,0.009,0.0781,0.95,0.613,1,1,3,1,1,1.0
0.27,0.53,1.16,1.98,2.65,6.47,8.91,0.29,4.77,22.5,37.5,9.6,2877.3,9.12,276.5,0.0378,-0.0149,0.349,0.592,4,0,2,3,0,0.0314
